Respondent,Platform
8370,Docker
8370,Kubernetes
8370,Linux
8370,Windows
8371,Windows
8374,Slack
8374,Windows
8375,Android
8375,Raspberry Pi
8376,Docker
8379,Linux
8379,Slack
8389,iOS
8383,Android
8383,Docker
8383,Kubernetes
8383,Microsoft Azure
8397,Arduino
8397,AWS
8397,Docker
8397,Linux
8397,Raspberry Pi
8397,Slack
8397,WordPress
8400,Docker
8400,Heroku
8400,MacOS
8404,Android
8404,Windows
8406,Docker
8406,Linux
8406,MacOS
8406,Slack
8408,AWS
8408,Docker
8408,Linux
8408,MacOS
8408,Windows
8410,Microsoft Azure
8410,Windows
8414,Linux
8422,AWS
8422,Microsoft Azure
8422,WordPress
8417,Microsoft Azure
8419,Microsoft Azure
8419,Slack
8419,Windows
8420,AWS
8420,Docker
8420,Kubernetes
8420,Linux
8420,Windows
8421,Microsoft Azure
8421,Windows
8423,Docker
8423,Linux
8427,AWS
8427,Docker
8429,Microsoft Azure
8431,Windows
8433,Docker
8433,Linux
8433,Raspberry Pi
8433,Other(s):
8436,Microsoft Azure
8439,AWS
8439,Docker
8439,IBM Cloud or Watson
8439,iOS
8439,Kubernetes
8439,Linux
8439,Microsoft Azure
8439,Windows
8440,AWS
8440,Docker
8444,Linux
8444,MacOS
8444,Windows
8446,AWS
8446,Linux
8446,Windows
8450,AWS
8450,Linux
8450,Slack
8450,Windows
8450,WordPress
8451,AWS
8451,Heroku
8451,Linux
8452,Microsoft Azure
8452,Windows
8456,Docker
8456,iOS
8456,Linux
8456,MacOS
8459,AWS
8459,Heroku
8459,Linux
8459,Microsoft Azure
8463,Docker
8463,iOS
8463,Linux
8469,Android
8469,Windows
8481,Android
8481,AWS
8481,Docker
8481,Heroku
8481,iOS
8481,MacOS
8481,Slack
8471,Docker
8471,Google Cloud Platform
8472,Android
8472,AWS
8472,iOS
8472,WordPress
8475,AWS
8475,Docker
8475,Linux
8475,Windows
8476,iOS
8476,Linux
8476,MacOS
8476,Windows
8482,Android
8482,Arduino
8482,Heroku
8482,Linux
8482,MacOS
8482,Raspberry Pi
8482,Windows
8484,Docker
8484,Heroku
8484,IBM Cloud or Watson
8484,Linux
8484,Raspberry Pi
8484,Slack
8484,Windows
8484,WordPress
8485,Linux
8496,Docker
8496,Linux
8493,Linux
8493,Windows
8502,AWS
8502,Docker
8502,Kubernetes
8502,Linux
8502,Microsoft Azure
8502,Raspberry Pi
8502,Windows
8503,Windows
8519,Linux
8519,Windows
8504,AWS
8505,AWS
8505,Docker
8505,Heroku
8505,Linux
8505,MacOS
8505,Slack
8506,Docker
8506,Linux
8506,Raspberry Pi
8511,Windows
8513,Linux
8513,Windows
8518,Docker
8518,Kubernetes
8518,Linux
8518,Microsoft Azure
8518,Slack
8522,Windows
8526,Android
8526,Linux
8527,Android
8527,Linux
8529,Android
8529,Arduino
8529,AWS
8529,Docker
8529,Google Cloud Platform
8529,Heroku
8529,Linux
8529,Raspberry Pi
8529,Slack
8529,WordPress
8530,Arduino
8530,Google Cloud Platform
8530,Linux
8530,Raspberry Pi
8535,AWS
8535,Linux
8535,Other(s):
8536,AWS
8536,Docker
8536,Kubernetes
8536,Linux
8536,MacOS
8536,Raspberry Pi
8536,Windows
8538,Microsoft Azure
8538,Windows
8541,AWS
8541,Docker
8542,AWS
8542,Docker
8542,Heroku
8542,Kubernetes
8542,Linux
8542,MacOS
8542,Slack
8542,Windows
8545,Android
8545,Google Cloud Platform
8545,Heroku
8545,Linux
8545,Windows
8545,WordPress
8547,WordPress
8548,AWS
8548,Linux
8551,Microsoft Azure
8551,Slack
8555,Android
8555,Arduino
8555,Docker
8555,iOS
8555,Linux
8555,MacOS
8555,Microsoft Azure
8555,Raspberry Pi
8555,Slack
8555,Windows
8557,AWS
8557,Heroku
8557,Linux
8557,MacOS
8557,Slack
8558,Windows
8560,Android
8560,Windows
8562,AWS
8562,Docker
8562,iOS
8562,Kubernetes
8563,AWS
8563,Docker
8563,Linux
8567,Linux
8567,Windows
8568,Android
8568,AWS
8568,Docker
8568,Google Cloud Platform
8568,Kubernetes
8568,Linux
8572,AWS
8572,Heroku
8572,Linux
8572,MacOS
8572,Slack
8573,Docker
8575,Linux
8575,MacOS
8583,AWS
8583,Docker
8583,iOS
8583,Linux
8583,MacOS
8583,Slack
8583,Windows
8583,WordPress
8576,Raspberry Pi
8576,Windows
8578,Android
8578,Docker
8578,Kubernetes
8589,Windows
8592,Windows
8596,Linux
8596,Windows
8603,Android
8603,AWS
8603,Docker
8603,Heroku
8603,Linux
8603,MacOS
8603,Slack
8603,Windows
8607,Android
8607,AWS
8607,Docker
8607,Google Cloud Platform
8607,Linux
8607,MacOS
8607,Raspberry Pi
8608,Arduino
8608,Heroku
8608,Linux
8608,Raspberry Pi
8614,Raspberry Pi
8614,Slack
8614,Windows
8621,AWS
8621,Docker
8621,Linux
8621,MacOS
8621,Slack
8616,Android
8616,Arduino
8616,Linux
8616,Slack
8616,Windows
8618,Heroku
8618,iOS
8618,MacOS
8618,Raspberry Pi
8619,Docker
8619,Linux
8619,MacOS
8619,Raspberry Pi
8619,Windows
8625,Windows
8626,AWS
8626,Docker
8626,Slack
8627,IBM Cloud or Watson
8627,iOS
8630,Docker
8630,Linux
8630,Windows
8631,Android
8631,Arduino
8631,Google Cloud Platform
8631,Linux
8631,Slack
8631,Windows
8631,WordPress
8632,Android
8632,iOS
8632,Microsoft Azure
8632,Windows
8637,AWS
8637,Heroku
8637,iOS
8637,MacOS
8639,AWS
8639,Docker
8639,Kubernetes
8639,Linux
8642,AWS
8642,Docker
8642,Google Cloud Platform
8642,Heroku
8642,Kubernetes
8642,Linux
8642,MacOS
8642,Slack
8642,Windows
8643,Android
8643,Kubernetes
8646,AWS
8646,iOS
8646,Linux
8646,MacOS
8646,Windows
8649,Android
8649,Docker
8649,Linux
8649,Windows
8651,Docker
8651,Linux
8651,Windows
8652,Docker
8652,Kubernetes
8653,Raspberry Pi
8685,Docker
8685,Heroku
8685,Linux
8685,Slack
8654,iOS
8662,Docker
8662,Kubernetes
8662,Linux
8662,Windows
8663,Linux
8663,Windows
8664,AWS
8664,Docker
8664,Google Cloud Platform
8664,Linux
8670,Android
8670,Docker
8670,iOS
8670,Kubernetes
8670,Linux
8670,MacOS
8672,Android
8672,Docker
8672,Heroku
8672,WordPress
8673,AWS
8673,Docker
8674,Other(s):
8688,Android
8688,Docker
8688,Linux
8688,MacOS
8688,Raspberry Pi
8688,Windows
8689,Windows
8690,Docker
8690,Microsoft Azure
8690,Windows
8691,Android
8691,iOS
8691,Windows
8691,WordPress
8698,Android
8698,Arduino
8698,AWS
8698,iOS
8699,Android
8699,iOS
8705,AWS
8705,Docker
8705,Heroku
8705,Linux
8705,Slack
8712,Android
8712,AWS
8712,Docker
8712,Google Cloud Platform
8712,iOS
8717,Kubernetes
8718,Linux
8718,Windows
8721,Android
8721,AWS
8721,Docker
8721,Google Cloud Platform
8721,Heroku
8721,iOS
8721,Linux
8721,MacOS
8721,Microsoft Azure
8721,Slack
8721,WordPress
8724,Windows
8728,Docker
8728,Linux
8728,Microsoft Azure
8733,Docker
8733,Heroku
8740,AWS
8740,Docker
8740,Kubernetes
8740,Linux
8740,MacOS
8740,Raspberry Pi
8740,Slack
8740,Windows
8742,Android
8744,Android
8744,Arduino
8744,AWS
8744,Docker
8744,Kubernetes
8744,Linux
8744,Raspberry Pi
8744,Slack
8752,Android
8752,Windows
8753,AWS
8753,iOS
8755,Linux
8755,Slack
8755,Windows
8759,Windows
8760,Android
8760,Docker
8760,iOS
8760,MacOS
8761,Arduino
8761,AWS
8761,Docker
8761,Kubernetes
8761,Linux
8763,Docker
8763,Heroku
8763,Linux
8791,Docker
8791,Linux
8776,AWS
8776,Docker
8776,Linux
8776,Raspberry Pi
8777,AWS
8777,Docker
8777,Heroku
8777,iOS
8777,MacOS
8777,Windows
8780,Arduino
8780,AWS
8780,Docker
8780,Linux
8780,Raspberry Pi
8784,Linux
8784,Windows
8786,Windows
8788,Android
8788,AWS
8788,Docker
8788,Linux
8788,MacOS
8788,Raspberry Pi
8788,Slack
8788,Windows
8796,Windows
8796,WordPress
8797,Docker
8797,Kubernetes
8798,AWS
8798,Docker
8798,Linux
8799,Docker
8799,Linux
8799,MacOS
8799,Raspberry Pi
8801,Windows
8805,Android
8805,AWS
8820,Microsoft Azure
8806,AWS
8806,Docker
8806,Linux
8806,MacOS
8807,AWS
8807,Kubernetes
8807,Linux
8807,MacOS
8810,Docker
8810,Linux
8813,Arduino
8813,AWS
8813,Docker
8813,Linux
8813,MacOS
8813,Raspberry Pi
8813,Slack
8813,Windows
8817,Android
8817,AWS
8817,iOS
8817,MacOS
8817,Windows
8818,Docker
8818,Heroku
8821,Windows
8825,Linux
8825,MacOS
8825,Windows
8826,AWS
8826,Docker
8826,Google Cloud Platform
8826,Linux
8826,MacOS
8830,AWS
8830,Docker
8830,Google Cloud Platform
8830,Heroku
8830,Linux
8831,Docker
8831,Linux
8831,Windows
8838,Linux
8855,AWS
8855,Heroku
8855,Slack
8839,Linux
8839,Raspberry Pi
8839,Slack
8839,Windows
8841,Docker
8841,iOS
8841,Linux
8841,Microsoft Azure
8841,Slack
8841,Windows
8843,Docker
8843,Heroku
8843,Raspberry Pi
8848,Docker
8848,iOS
8848,Windows
8850,AWS
8850,Docker
8850,Kubernetes
8850,Linux
8850,MacOS
8850,Slack
8853,AWS
8853,Docker
8863,AWS
8863,Microsoft Azure
8863,Windows
8864,Arduino
8864,Docker
8864,Heroku
8864,Linux
8864,Raspberry Pi
8864,Windows
8869,Arduino
8869,AWS
8869,iOS
8869,Microsoft Azure
8869,Windows
8871,Linux
8872,Linux
8872,Windows
8876,Android
8876,iOS
8876,Linux
8876,MacOS
8876,Windows
8877,Docker
8877,Linux
8877,MacOS
8877,Raspberry Pi
8877,Windows
8880,Android
8880,AWS
8880,Docker
8880,iOS
8880,Microsoft Azure
8882,Docker
8882,MacOS
8884,Docker
8884,Microsoft Azure
8884,Windows
8885,AWS
8885,Docker
8885,Kubernetes
8885,Linux
8885,Slack
8887,AWS
8887,Windows
8889,Arduino
8889,AWS
8889,Docker
8889,Google Cloud Platform
8889,Heroku
8889,Linux
8889,Raspberry Pi
8891,Docker
8891,Kubernetes
8891,Microsoft Azure
8898,Android
8898,Linux
8898,Windows
8901,Windows
8902,Android
8902,AWS
8902,Docker
8902,Kubernetes
8902,Linux
8902,Windows
8906,AWS
8906,Heroku
8906,Linux
8906,MacOS
8906,Raspberry Pi
8906,Slack
8907,Windows
8913,Microsoft Azure
8913,Windows
8908,Docker
8908,Windows
8909,Android
8909,iOS
8909,MacOS
8909,Windows
8911,AWS
8911,Docker
8911,Kubernetes
8911,Linux
8919,AWS
8919,Docker
8919,Linux
8919,Microsoft Azure
8919,Windows
8919,WordPress
8922,Linux
8922,MacOS
8922,Windows
8924,AWS
8924,Docker
8924,iOS
8924,Slack
8931,Docker
8931,IBM Cloud or Watson
8931,Kubernetes
8931,Linux
8932,Windows
8936,Arduino
8936,Docker
8936,Linux
8936,Raspberry Pi
8936,Windows
8936,Other(s):
8937,AWS
8938,AWS
8938,Docker
8938,Linux
8939,Android
8939,Arduino
8939,AWS
8939,Docker
8939,Google Cloud Platform
8939,Linux
8939,Raspberry Pi
8939,WordPress
8946,Arduino
8946,Linux
8946,Slack
8946,Windows
8948,Windows
8949,AWS
8949,Google Cloud Platform
8951,Linux
8951,MacOS
8951,Slack
8952,AWS
8958,Linux
8959,AWS
8959,Heroku
8959,Linux
8959,MacOS
8967,Windows
8968,Linux
8971,Android
8976,AWS
8976,Slack
8978,Google Cloud Platform
8978,Linux
8978,MacOS
8979,Android
8979,Linux
8979,WordPress
8998,Windows
8980,Android
8980,Arduino
8980,AWS
8980,Linux
8980,Windows
8983,Android
8983,Docker
8983,iOS
8985,Google Cloud Platform
8985,Linux
8985,Windows
8985,WordPress
8986,Windows
8989,Windows
8993,Docker
8993,Linux
8996,Microsoft Azure
8996,Windows
9000,AWS
9000,Kubernetes
9000,Linux
9003,Microsoft Azure
9003,Windows
9007,Arduino
9007,Windows
9009,Docker
9009,Linux
9009,Windows
9010,Windows
9015,AWS
9015,Docker
9015,Linux
9015,MacOS
9015,Raspberry Pi
9015,Slack
9016,AWS
9016,Docker
9017,Docker
9017,Google Cloud Platform
9019,Linux
9019,Raspberry Pi
9019,Windows
9021,Docker
9021,Google Cloud Platform
9021,Linux
9023,AWS
9023,Docker
9023,Google Cloud Platform
9023,Heroku
9023,iOS
9023,Kubernetes
9023,Linux
9023,MacOS
9023,Microsoft Azure
9023,Raspberry Pi
9023,Slack
9023,Windows
9023,WordPress
9024,AWS
9024,Docker
9024,Linux
9024,Slack
9026,Android
9026,Windows
9028,Android
9028,Docker
9028,Google Cloud Platform
9028,Kubernetes
9028,Linux
9030,Docker
9030,Linux
9030,MacOS
9030,Slack
9030,Windows
9032,AWS
9032,Docker
9032,Google Cloud Platform
9032,Heroku
9032,Linux
9032,MacOS
9032,Slack
9033,Arduino
9033,Docker
9033,Linux
9033,Slack
9035,Linux
9040,Windows
9039,Windows
9049,AWS
9049,Docker
9049,Linux
9053,Linux
9053,Windows
9051,iOS
9051,Windows
9054,Android
9054,iOS
9059,Docker
9059,Kubernetes
9059,Linux
9059,Raspberry Pi
9059,Windows
9080,Docker
9080,Linux
9080,Microsoft Azure
9080,Windows
9065,Windows
9068,Docker
9068,iOS
9068,Linux
9068,MacOS
9068,Raspberry Pi
9068,Windows
9072,WordPress
9077,Android
9077,Linux
9077,Windows
9079,AWS
9079,Linux
9079,Windows
9084,Android
9084,Arduino
9087,Android
9087,Arduino
9087,iOS
9088,Docker
9088,Linux
9088,MacOS
9088,Slack
9094,Linux
9096,Microsoft Azure
9096,Windows
9103,AWS
9103,Google Cloud Platform
9103,Linux
9103,WordPress
9104,Android
9104,Heroku
9104,Linux
9104,MacOS
9104,Slack
9104,Windows
9105,AWS
9105,Heroku
9105,WordPress
9124,Slack
9124,Windows
9108,Windows
9112,Linux
9117,Android
9117,Windows
9121,Google Cloud Platform
9121,Linux
9121,Raspberry Pi
9121,Slack
9121,WordPress
9123,AWS
9123,Docker
9123,iOS
9123,Kubernetes
9123,Linux
9123,MacOS
9123,Raspberry Pi
9123,Slack
9123,WordPress
9125,Arduino
9125,Docker
9125,Kubernetes
9125,Linux
9125,Raspberry Pi
9125,Windows
9126,Microsoft Azure
9128,Android
9131,AWS
9131,Docker
9131,Heroku
9131,Linux
9131,Windows
9133,AWS
9133,Docker
9133,Slack
9134,Windows
9139,Android
9141,Android
9141,Docker
9141,Linux
9141,MacOS
9141,Raspberry Pi
9141,Slack
9141,Windows
9147,AWS
9147,Heroku
9147,Linux
9147,Windows
9147,WordPress
9151,Heroku
9151,Linux
9153,Docker
9153,Linux
9153,WordPress
9155,AWS
9155,Docker
9155,Google Cloud Platform
9155,Heroku
9155,Kubernetes
9155,Linux
9155,Slack
9157,Linux
9163,AWS
9163,Linux
9159,Google Cloud Platform
9159,Linux
9159,Slack
9159,Windows
9159,WordPress
9162,Android
9171,Linux
9170,Google Cloud Platform
9170,Heroku
9170,WordPress
9172,WordPress
9173,Docker
9173,Microsoft Azure
9173,Raspberry Pi
9173,Windows
9174,AWS
9174,Linux
9177,Linux
9186,Arduino
9186,Docker
9186,Linux
9186,Raspberry Pi
9188,AWS
9188,Linux
9188,Raspberry Pi
9188,WordPress
9190,Android
9190,Arduino
9190,AWS
9190,Docker
9190,Google Cloud Platform
9190,Heroku
9190,Kubernetes
9190,Linux
9190,MacOS
9190,Microsoft Azure
9190,Raspberry Pi
9190,Slack
9190,Windows
9195,Microsoft Azure
9196,Docker
9196,Google Cloud Platform
9196,Kubernetes
9196,Linux
9196,MacOS
9201,Microsoft Azure
9201,Windows
9205,Linux
9205,Slack
9205,Windows
9208,AWS
9208,Google Cloud Platform
9208,Linux
9208,MacOS
9211,AWS
9211,Windows
9215,AWS
9215,Linux
9215,Raspberry Pi
9218,Android
9218,Docker
9218,Google Cloud Platform
9218,Kubernetes
9218,Linux
9218,MacOS
9237,Linux
9219,Docker
9219,Linux
9219,Windows
9223,AWS
9223,Docker
9223,Linux
9225,AWS
9225,Docker
9225,Heroku
9225,Slack
9233,Android
9233,Docker
9233,iOS
9233,MacOS
9233,Slack
9234,Docker
9234,Kubernetes
9234,Windows
9235,Android
9235,AWS
9235,Docker
9235,Linux
9235,Slack
9235,Windows
9236,AWS
9236,Microsoft Azure
9236,Windows
9239,Docker
9239,Linux
9239,Slack
9239,Windows
9242,Docker
9242,Google Cloud Platform
9242,Kubernetes
9242,Linux
9243,Microsoft Azure
9243,Slack
9243,Windows
9244,AWS
9244,Docker
9244,Linux
9244,MacOS
9244,Raspberry Pi
9244,Slack
9245,Docker
9245,Windows
9246,Windows
9247,Google Cloud Platform
9247,iOS
9247,Linux
9247,MacOS
9247,Microsoft Azure
9247,Raspberry Pi
9247,Slack
9247,Windows
9253,Windows
9255,Docker
9255,Linux
9259,Linux
9259,Windows
9257,Android
9257,Google Cloud Platform
9257,iOS
9257,MacOS
9257,Raspberry Pi
9257,Slack
9257,Windows
9263,Docker
9266,MacOS
9266,Microsoft Azure
9266,Slack
9270,AWS
9270,Docker
9270,iOS
9270,MacOS
9270,WordPress
9271,Docker
9271,Google Cloud Platform
9271,Linux
9271,MacOS
9271,WordPress
9280,Kubernetes
9280,Linux
9284,Docker
9284,iOS
9284,Windows
9287,Microsoft Azure
9287,Slack
9297,Other(s):
9299,Windows
9300,Linux
9300,Windows
9301,AWS
9301,Docker
9301,Linux
9301,MacOS
9302,AWS
9302,Linux
9303,Android
9303,Arduino
9303,AWS
9303,Docker
9303,Linux
9303,Raspberry Pi
9303,Windows
9306,Raspberry Pi
9306,Windows
9307,AWS
9307,Linux
9307,Windows
9308,Microsoft Azure
9308,Windows
9311,AWS
9311,Google Cloud Platform
9311,Linux
9311,WordPress
9312,Android
9312,AWS
9312,iOS
9312,Linux
9314,Android
9314,AWS
9314,iOS
9314,Windows
9316,AWS
9316,Docker
9316,Google Cloud Platform
9316,Kubernetes
9316,Linux
9316,MacOS
9316,Slack
9316,Windows
9318,Windows
9322,AWS
9322,Docker
9322,Kubernetes
9322,MacOS
9322,Slack
9323,Linux
9326,Linux
9326,Slack
9326,Windows
9326,WordPress
9327,Android
9327,Docker
9327,Google Cloud Platform
9327,iOS
9327,MacOS
9327,Slack
9327,WordPress
9337,Raspberry Pi
9337,Windows
9333,Android
9333,Arduino
9333,Google Cloud Platform
9351,iOS
9339,AWS
9339,Docker
9339,Kubernetes
9343,Arduino
9343,Linux
9343,Microsoft Azure
9343,Raspberry Pi
9343,Windows
9349,Android
9358,Windows
9359,Android
9359,AWS
9359,Docker
9359,Google Cloud Platform
9359,MacOS
9359,Microsoft Azure
9359,Slack
9360,Android
9360,AWS
9360,Docker
9360,Google Cloud Platform
9360,iOS
9360,Linux
9360,MacOS
9360,Slack
9363,Windows
9364,AWS
9364,Google Cloud Platform
9364,Heroku
9364,Linux
9364,MacOS
9364,Raspberry Pi
9365,Docker
9365,Heroku
9365,Linux
9365,MacOS
9365,Raspberry Pi
9366,AWS
9366,Linux
9366,Windows
9370,Android
9370,Arduino
9370,Raspberry Pi
9370,Windows
9370,WordPress
9383,Docker
9371,Android
9371,Docker
9371,Google Cloud Platform
9371,iOS
9371,Kubernetes
9371,Linux
9371,MacOS
9371,Microsoft Azure
9372,Android
9372,Arduino
9372,Docker
9372,Linux
9372,MacOS
9372,Microsoft Azure
9372,Slack
9372,Windows
9384,Kubernetes
9384,Linux
9384,Raspberry Pi
9384,Windows
9388,Android
9388,AWS
9388,Docker
9388,Linux
9388,Microsoft Azure
9388,Windows
9390,Linux
9390,Slack
9390,Windows
9390,WordPress
9393,Android
9393,Arduino
9393,Docker
9393,Google Cloud Platform
9393,iOS
9393,Kubernetes
9393,Linux
9393,Raspberry Pi
9399,Arduino
9399,AWS
9399,Docker
9399,Linux
9399,MacOS
9399,Raspberry Pi
9399,Slack
9415,Arduino
9415,AWS
9415,Docker
9415,Kubernetes
9415,Linux
9415,Microsoft Azure
9409,Android
9409,Arduino
9409,AWS
9409,Google Cloud Platform
9409,iOS
9409,Linux
9409,MacOS
9409,Raspberry Pi
9409,Windows
9409,WordPress
9411,Android
9411,AWS
9411,Heroku
9411,Kubernetes
9411,Windows
9413,Heroku
9424,Android
9424,iOS
9424,Linux
9424,Windows
9424,WordPress
9420,Android
9420,iOS
9434,Docker
9434,Kubernetes
9434,Linux
9434,MacOS
9434,Slack
9437,Docker
9437,Linux
9437,MacOS
9437,Slack
9438,Linux
9438,Windows
9462,Microsoft Azure
9462,Windows
9439,Other(s):
9448,Android
9448,iOS
9448,Linux
9448,MacOS
9448,Slack
9448,Windows
9455,AWS
9455,Docker
9456,Android
9456,Linux
9456,Microsoft Azure
9456,Slack
9456,WordPress
9458,Docker
9458,Google Cloud Platform
9458,Linux
9458,MacOS
9458,Slack
9458,Windows
9469,Android
9469,Docker
9474,Android
9474,AWS
9474,Google Cloud Platform
9474,Windows
9478,Arduino
9478,AWS
9478,Docker
9478,Google Cloud Platform
9478,Linux
9478,Raspberry Pi
9479,AWS
9479,Docker
9479,Google Cloud Platform
9479,Kubernetes
9479,Linux
9479,Raspberry Pi
9479,Slack
9479,Windows
9482,Windows
9488,Android
9488,Arduino
9488,AWS
9488,Google Cloud Platform
9488,Linux
9488,MacOS
9488,Slack
9488,Windows
9485,AWS
9485,Docker
9485,Google Cloud Platform
9485,Linux
9494,Android
9494,Docker
9494,Linux
9494,Raspberry Pi
9494,Windows
9497,Linux
9497,MacOS
9497,Windows
9497,WordPress
9501,Windows
9502,Android
9502,Google Cloud Platform
9502,Windows
9506,Windows
9512,Android
9512,iOS
9512,Windows
9515,AWS
9515,Google Cloud Platform
9515,Microsoft Azure
9515,Windows
9515,WordPress
9519,AWS
9519,Google Cloud Platform
9519,Linux
9519,Slack
9519,Windows
9519,WordPress
9519,Other(s):
9522,Microsoft Azure
9522,Windows
9523,Windows
9548,Windows
9524,Android
9524,Arduino
9524,AWS
9524,Docker
9524,Linux
9524,Raspberry Pi
9524,Slack
9525,Heroku
9537,AWS
9537,Docker
9537,Linux
9537,Microsoft Azure
9537,Windows
9544,Android
9544,Arduino
9544,AWS
9544,Heroku
9544,Linux
9544,MacOS
9544,Slack
9544,Windows
9544,WordPress
9549,Android
9549,AWS
9549,Google Cloud Platform
9549,Linux
9549,WordPress
9551,Docker
9551,Heroku
9551,Linux
9551,Raspberry Pi
9552,Android
9552,iOS
9552,Microsoft Azure
9553,AWS
9553,Linux
9553,Slack
9554,Slack
9554,Windows
9554,WordPress
9554,Other(s):
9557,Microsoft Azure
9557,Windows
9566,AWS
9566,Docker
9566,MacOS
9566,Slack
9560,Google Cloud Platform
9560,Linux
9561,Android
9561,AWS
9561,Docker
9561,Heroku
9561,iOS
9564,Android
9564,AWS
9564,Docker
9564,Linux
9565,AWS
9565,Docker
9565,Kubernetes
9565,Linux
9572,AWS
9573,AWS
9573,Docker
9573,Linux
9573,Slack
9574,AWS
9574,Docker
9574,Linux
9578,AWS
9578,Linux
9578,Windows
9581,AWS
9581,Docker
9581,Google Cloud Platform
9618,Linux
9618,Windows
9583,Android
9583,Windows
9584,Android
9584,iOS
9584,MacOS
9584,Windows
9592,AWS
9592,Linux
9592,MacOS
9602,Docker
9602,iOS
9602,Linux
9602,MacOS
9602,Microsoft Azure
9607,Linux
9607,Windows
9608,AWS
9608,Docker
9608,Linux
9608,MacOS
9608,Slack
9610,Docker
9610,Kubernetes
9610,Linux
9610,MacOS
9610,Slack
9615,AWS
9615,Docker
9615,Linux
9615,Raspberry Pi
9615,Slack
9615,Windows
9616,AWS
9616,Docker
9616,Google Cloud Platform
9616,Kubernetes
9616,Linux
9616,MacOS
9616,Slack
9619,Android
9624,Windows
9628,Docker
9628,Linux
9628,Windows
9631,AWS
9631,Google Cloud Platform
9631,Heroku
9631,Linux
9631,Raspberry Pi
9631,Windows
9638,Android
9638,AWS
9638,iOS
9638,Linux
9638,MacOS
9638,Slack
9638,Windows
9642,Arduino
9642,AWS
9642,Docker
9642,Google Cloud Platform
9642,Heroku
9642,iOS
9642,Kubernetes
9642,Linux
9642,MacOS
9642,Raspberry Pi
9642,Slack
9646,Docker
9646,Windows
9647,Docker
9647,Linux
9647,MacOS
9649,Android
9649,AWS
9649,Docker
9649,Google Cloud Platform
9649,Heroku
9649,IBM Cloud or Watson
9649,Kubernetes
9649,Raspberry Pi
9650,AWS
9650,Docker
9650,Kubernetes
9650,Linux
9650,Windows
9652,Google Cloud Platform
9652,Linux
9653,AWS
9653,Docker
9653,Linux
9653,MacOS
9653,Microsoft Azure
9653,Raspberry Pi
9653,Slack
9657,AWS
9657,Docker
9657,Linux
9657,Microsoft Azure
9657,Raspberry Pi
9657,Slack
9657,Windows
9659,Arduino
9659,AWS
9659,iOS
9659,Raspberry Pi
9659,Windows
9659,WordPress
9663,Windows
9667,Windows
9669,Arduino
9669,AWS
9669,Docker
9669,Google Cloud Platform
9669,Linux
9669,MacOS
9669,Raspberry Pi
9669,Slack
9669,WordPress
9670,Docker
9670,Windows
9674,AWS
9674,Linux
9674,MacOS
9674,Slack
9674,Windows
9675,AWS
9675,Windows
9676,Arduino
9676,AWS
9676,Windows
9681,Android
9681,Docker
9681,Linux
9681,Microsoft Azure
9681,Slack
9681,Windows
9681,WordPress
9683,Android
9686,Android
9686,AWS
9686,Docker
9686,iOS
9686,MacOS
9686,Slack
9686,Windows
9690,Docker
9690,Google Cloud Platform
9690,Linux
9690,MacOS
9690,Slack
9690,Windows
9692,AWS
9692,Docker
9692,Kubernetes
9692,MacOS
9692,Slack
9692,Windows
9693,Linux
9694,Android
9694,Arduino
9694,Docker
9694,Linux
9694,Microsoft Azure
9695,Android
9695,AWS
9695,Docker
9695,Linux
9695,MacOS
9695,Slack
9695,WordPress
9699,Docker
9697,Linux
9697,Microsoft Azure
9697,Windows
9700,Linux
9700,MacOS
9712,Android
9712,Arduino
9712,AWS
9712,IBM Cloud or Watson
9712,iOS
9712,Linux
9712,MacOS
9712,Slack
9712,Windows
9712,WordPress
9713,Android
9713,Google Cloud Platform
9713,Linux
9713,MacOS
9713,Slack
9713,Windows
9731,Docker
9731,Windows
9722,AWS
9722,Docker
9722,Linux
9722,Windows
