Respondent,DevType
9072,"Developer, front-end"
9072,"Developer, full-stack"
9077,Database administrator
9077,Designer
9077,"Developer, back-end"
9077,"Developer, desktop or enterprise applications"
9077,"Developer, embedded applications or devices"
9077,"Developer, front-end"
9077,"Developer, full-stack"
9077,"Developer, game or graphics"
9077,"Developer, mobile"
9077,System administrator
9079,Academic researcher
9079,Data scientist or machine learning specialist
9079,"Developer, full-stack"
9084,Academic researcher
9084,"Developer, back-end"
9084,"Developer, desktop or enterprise applications"
9084,"Developer, embedded applications or devices"
9084,"Developer, front-end"
9084,"Developer, mobile"
9087,"Developer, embedded applications or devices"
9087,"Developer, full-stack"
9087,"Developer, mobile"
9088,"Developer, back-end"
9094,"Developer, back-end"
9096,"Developer, full-stack"
9103,"Developer, front-end"
9103,"Developer, full-stack"
9104,"Developer, back-end"
9104,"Developer, desktop or enterprise applications"
9104,"Developer, mobile"
9104,Student
9105,"Developer, full-stack"
9124,"Developer, front-end"
9108,"Developer, back-end"
9108,"Developer, desktop or enterprise applications"
9108,"Developer, game or graphics"
9108,"Developer, mobile"
9112,"Developer, back-end"
9112,"Developer, front-end"
9117,Data or business analyst
9117,Database administrator
9117,Designer
9117,"Developer, back-end"
9117,"Developer, front-end"
9117,"Developer, mobile"
9117,Product manager
9117,System administrator
9121,Academic researcher
9121,"Developer, back-end"
9121,"Developer, front-end"
9121,"Developer, full-stack"
9121,DevOps specialist
9121,Engineering manager
9121,Product manager
9123,Product manager
9125,"Developer, back-end"
9125,"Developer, desktop or enterprise applications"
9125,"Developer, front-end"
9125,"Developer, full-stack"
9125,DevOps specialist
9126,"Developer, full-stack"
9128,"Developer, front-end"
9131,Database administrator
9131,"Developer, full-stack"
9131,System administrator
9133,"Developer, embedded applications or devices"
9134,"Developer, desktop or enterprise applications"
9134,"Developer, full-stack"
9134,Educator
9139,"Developer, back-end"
9139,"Developer, full-stack"
9141,Designer
9141,"Developer, back-end"
9141,"Developer, desktop or enterprise applications"
9141,"Developer, front-end"
9141,"Developer, full-stack"
9141,"Developer, game or graphics"
9141,"Engineer, data"
9147,"Developer, back-end"
9147,"Developer, full-stack"
9147,System administrator
9151,"Developer, desktop or enterprise applications"
9151,"Developer, game or graphics"
9153,"Developer, back-end"
9153,"Developer, full-stack"
9155,"Developer, back-end"
9155,"Developer, front-end"
9155,"Developer, full-stack"
9157,Academic researcher
9157,Database administrator
9157,System administrator
9163,"Developer, full-stack"
9159,"Developer, full-stack"
9162,Database administrator
9162,"Developer, full-stack"
9162,"Developer, mobile"
9171,"Developer, full-stack"
9171,System administrator
9170,Data or business analyst
9170,Designer
9170,"Developer, back-end"
9170,"Developer, front-end"
9170,"Developer, full-stack"
9170,"Developer, mobile"
9170,"Developer, QA or test"
9170,Student
9172,"Developer, back-end"
9172,"Developer, full-stack"
9173,Data or business analyst
9173,"Developer, back-end"
9173,"Developer, desktop or enterprise applications"
9173,"Developer, embedded applications or devices"
9173,"Developer, front-end"
9173,"Developer, full-stack"
9174,Data scientist or machine learning specialist
9174,"Developer, back-end"
9174,Scientist
9177,"Developer, back-end"
9177,"Developer, full-stack"
9186,Database administrator
9186,"Developer, back-end"
9186,DevOps specialist
9186,"Engineer, site reliability"
9186,System administrator
9188,"Developer, back-end"
9188,"Developer, front-end"
9188,"Developer, full-stack"
9188,"Developer, QA or test"
9188,DevOps specialist
9188,System administrator
9190,"Developer, full-stack"
9190,DevOps specialist
9195,"Developer, full-stack"
9196,"Developer, back-end"
9196,"Developer, full-stack"
9201,"Developer, full-stack"
9201,DevOps specialist
9205,"Developer, full-stack"
9208,Data scientist or machine learning specialist
9208,"Developer, back-end"
9211,"Developer, back-end"
9211,"Developer, full-stack"
9211,Engineering manager
9215,"Developer, back-end"
9215,"Developer, front-end"
9215,"Developer, full-stack"
9218,"Developer, desktop or enterprise applications"
9218,"Developer, full-stack"
9237,"Developer, back-end"
9237,"Developer, full-stack"
9219,"Developer, back-end"
9223,DevOps specialist
9225,"Developer, front-end"
9225,"Developer, full-stack"
9233,Academic researcher
9233,"Developer, back-end"
9233,"Developer, desktop or enterprise applications"
9233,"Developer, embedded applications or devices"
9233,"Developer, front-end"
9233,"Developer, full-stack"
9233,"Developer, mobile"
9233,Student
9234,Data scientist or machine learning specialist
9234,"Developer, full-stack"
9234,"Engineer, data"
9235,Database administrator
9235,"Developer, back-end"
9235,"Developer, embedded applications or devices"
9235,"Developer, front-end"
9235,"Developer, full-stack"
9235,"Developer, mobile"
9235,DevOps specialist
9235,"Engineer, site reliability"
9236,"Developer, desktop or enterprise applications"
9236,"Developer, embedded applications or devices"
9236,"Developer, full-stack"
9239,"Developer, back-end"
9239,"Developer, full-stack"
9242,"Developer, back-end"
9242,"Developer, full-stack"
9243,"Developer, full-stack"
9244,"Developer, front-end"
9244,"Developer, full-stack"
9245,"Developer, desktop or enterprise applications"
9245,"Developer, full-stack"
9245,DevOps specialist
9246,"Developer, back-end"
9246,"Developer, desktop or enterprise applications"
9246,"Developer, front-end"
9246,"Developer, full-stack"
9246,"Developer, mobile"
9246,DevOps specialist
9247,"Developer, full-stack"
9253,"Developer, back-end"
9253,"Developer, desktop or enterprise applications"
9253,"Developer, embedded applications or devices"
9253,"Developer, front-end"
9253,"Developer, full-stack"
9253,"Developer, QA or test"
9255,Database administrator
9255,Designer
9255,"Developer, back-end"
9255,"Developer, front-end"
9255,"Developer, full-stack"
9255,DevOps specialist
9255,Student
9255,System administrator
9259,"Developer, full-stack"
9259,"Developer, QA or test"
9259,"Engineer, data"
9257,"Developer, mobile"
9263,"Developer, back-end"
9266,Data or business analyst
9266,"Developer, full-stack"
9266,Product manager
9270,"Developer, back-end"
9270,"Developer, front-end"
9270,"Developer, full-stack"
9270,"Developer, mobile"
9271,"Developer, back-end"
9280,"Developer, desktop or enterprise applications"
9280,"Developer, front-end"
9280,"Developer, full-stack"
9284,"Developer, full-stack"
9287,Data or business analyst
9287,"Developer, back-end"
9287,Educator
9287,"Engineer, data"
9297,"Developer, front-end"
9299,"Developer, back-end"
9299,"Developer, front-end"
9299,"Developer, full-stack"
9300,"Engineer, data"
9301,DevOps specialist
9302,Database administrator
9302,Designer
9302,"Developer, back-end"
9302,"Developer, desktop or enterprise applications"
9302,DevOps specialist
9302,"Engineer, site reliability"
9303,"Developer, full-stack"
9306,Designer
9306,"Developer, desktop or enterprise applications"
9306,"Developer, full-stack"
9307,"Developer, back-end"
9307,"Developer, full-stack"
9307,DevOps specialist
9308,"Developer, back-end"
9308,"Developer, front-end"
9308,"Developer, full-stack"
9311,"Developer, full-stack"
9312,"Developer, back-end"
9312,"Developer, front-end"
9312,"Developer, full-stack"
9312,"Developer, mobile"
9312,DevOps specialist
9314,Data or business analyst
9314,Database administrator
9314,"Developer, back-end"
9314,"Developer, desktop or enterprise applications"
9314,"Developer, embedded applications or devices"
9314,"Developer, front-end"
9314,"Developer, mobile"
9314,System administrator
9316,"Developer, full-stack"
9318,"Developer, desktop or enterprise applications"
9322,"Developer, back-end"
9322,"Developer, desktop or enterprise applications"
9322,"Developer, full-stack"
9323,Academic researcher
9323,"Developer, back-end"
9323,Scientist
9323,Student
9326,"Developer, front-end"
9326,"Developer, full-stack"
9327,Academic researcher
9327,Data or business analyst
9327,Data scientist or machine learning specialist
9327,"Developer, back-end"
9327,"Developer, desktop or enterprise applications"
9327,"Developer, front-end"
9327,"Developer, full-stack"
9327,"Developer, mobile"
9327,Educator
9337,"Developer, full-stack"
9333,Academic researcher
9333,Data or business analyst
9333,Designer
9333,"Developer, desktop or enterprise applications"
9333,"Developer, full-stack"
9333,"Engineer, data"
9333,Student
9351,"Developer, mobile"
9339,"Developer, back-end"
9339,"Developer, front-end"
9339,"Developer, full-stack"
9339,"Developer, game or graphics"
9339,"Developer, mobile"
9339,DevOps specialist
9343,Data or business analyst
9343,Data scientist or machine learning specialist
9343,Database administrator
9343,Designer
9343,"Developer, back-end"
9343,"Developer, front-end"
9343,"Developer, full-stack"
9343,"Developer, mobile"
9343,"Developer, QA or test"
9343,DevOps specialist
9343,"Engineer, data"
9343,System administrator
9349,"Developer, mobile"
9349,Educator
9358,Data or business analyst
9358,"Developer, full-stack"
9359,"Developer, back-end"
9359,"Developer, front-end"
9359,"Developer, mobile"
9360,"Developer, mobile"
9363,"Developer, back-end"
9363,"Developer, full-stack"
9364,Data or business analyst
9364,"Developer, back-end"
9365,"Developer, back-end"
9365,"Developer, front-end"
9365,"Developer, full-stack"
9366,Database administrator
9366,"Developer, back-end"
9366,System administrator
9370,"Developer, full-stack"
9383,"Developer, back-end"
9383,"Developer, front-end"
9383,"Developer, full-stack"
9383,"Developer, QA or test"
9371,"Developer, back-end"
9371,"Developer, embedded applications or devices"
9371,"Developer, front-end"
9371,"Developer, full-stack"
9372,"Developer, back-end"
9372,"Developer, desktop or enterprise applications"
9384,"Developer, back-end"
9384,"Developer, full-stack"
9388,"Developer, back-end"
9388,"Developer, desktop or enterprise applications"
9388,"Developer, full-stack"
9388,"Developer, game or graphics"
9388,DevOps specialist
9388,Engineering manager
9390,"Developer, back-end"
9390,"Developer, front-end"
9390,"Developer, full-stack"
9390,System administrator
9393,Designer
9393,"Developer, back-end"
9393,"Developer, embedded applications or devices"
9393,"Developer, front-end"
9393,"Developer, full-stack"
9393,"Developer, game or graphics"
9393,"Developer, mobile"
9393,System administrator
9399,"Developer, full-stack"
9415,"Developer, full-stack"
9415,Engineering manager
9409,Data or business analyst
9409,Database administrator
9409,"Developer, back-end"
9409,"Developer, embedded applications or devices"
9409,"Developer, front-end"
9409,"Developer, full-stack"
9409,"Developer, mobile"
9409,DevOps specialist
9409,Product manager
9409,System administrator
9411,"Developer, front-end"
9413,Data scientist or machine learning specialist
9413,"Developer, back-end"
9424,Designer
9424,"Developer, back-end"
9424,"Developer, front-end"
9424,"Developer, full-stack"
9420,"Developer, front-end"
9420,"Developer, mobile"
9434,Designer
9434,"Developer, back-end"
9434,"Developer, front-end"
9434,"Developer, full-stack"
9437,"Developer, QA or test"
9438,Academic researcher
9438,"Developer, desktop or enterprise applications"
9438,Scientist
9462,Data or business analyst
9462,Database administrator
9462,"Engineer, data"
9439,Academic researcher
9439,"Developer, full-stack"
9439,Educator
9448,"Developer, mobile"
9455,"Developer, back-end"
9456,Academic researcher
9456,Database administrator
9456,"Developer, back-end"
9456,"Developer, desktop or enterprise applications"
9456,"Developer, embedded applications or devices"
9456,"Developer, front-end"
9456,"Developer, full-stack"
9456,"Developer, game or graphics"
9456,"Developer, mobile"
9456,"Developer, QA or test"
9456,DevOps specialist
9456,"Engineer, data"
9456,Product manager
9456,Student
9456,System administrator
9458,Academic researcher
9458,Data or business analyst
9458,Data scientist or machine learning specialist
9458,"Developer, embedded applications or devices"
9458,Scientist
9469,"Developer, back-end"
9469,"Developer, full-stack"
9474,"Developer, full-stack"
9478,DevOps specialist
9479,"Developer, full-stack"
9482,"Developer, desktop or enterprise applications"
9482,"Developer, full-stack"
9488,"Developer, back-end"
9485,Academic researcher
9485,Data or business analyst
9485,Data scientist or machine learning specialist
9485,Database administrator
9485,"Developer, back-end"
9485,DevOps specialist
9485,"Engineer, data"
9485,Scientist
9485,System administrator
9494,Academic researcher
9494,Data or business analyst
9494,Data scientist or machine learning specialist
9494,"Developer, full-stack"
9497,Academic researcher
9501,Designer
9501,"Developer, back-end"
9501,"Developer, game or graphics"
9502,Database administrator
