Respondent,Country,Employment,Student,EdLevel,UndergradMajor,DevType,YearsCode,YearsCodePro,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,DevEnviron,OpSys,ConvertedComp,WorkWeekHrs,WorkRemote,CareerSat,JobSat,Age,Gender,GenderMain
5601,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",18,12,HTML/CSS;JavaScript;Ruby,Elasticsearch;MySQL;PostgreSQL;SQLite,MacOS;Windows,Sublime Text;Vim,MacOS,145000,40,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,31,Woman,Woman
5599,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",30,24,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;SQLite,Microsoft Azure;Windows,Notepad++;Visual Studio,Windows,170000,44,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,47,Man,Man
5600,United States,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, front-end;Developer, full-stack",27,7,Bash/Shell/PowerShell;Clojure;HTML/CSS;JavaScript;Python;TypeScript,MongoDB;PostgreSQL,AWS;Docker;Google Cloud Platform;Linux,Atom;Sublime Text;Visual Studio Code,Linux-based,125000,40,"More than half, but not all, the time",Very satisfied,Slightly satisfied,37,Man,Man
5602,Other Country (Not Listed Above),Employed part-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications",12,11,C#;JavaScript,SQLite;Other(s):,Google Cloud Platform;Windows;Other(s):,Visual Studio,Windows,48120,24,All or almost all the time (I'm full-time remote),Slightly satisfied,Very satisfied,35,Man,Man
5608,Russian Federation,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile",10,9,C#;Java;Kotlin,MongoDB;SQLite,Android;AWS;Docker;Heroku;Microsoft Azure;Slack;Windows,Android Studio;Notepad++;Sublime Text;Visual Studio Code,Windows,22920,40,Less than once per month / Never,Neither satisfied nor dissatisfied,Very satisfied,31,Man,Man
5610,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",24,20,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL;PostgreSQL,Arduino;Windows,Visual Studio,Windows,1464000,60,All or almost all the time (I'm full-time remote),Very satisfied,Slightly dissatisfied,40,Man,Man
5612,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)","Developer, full-stack;Developer, QA or test",2,1,Elixir;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,MongoDB;PostgreSQL;SQLite,Heroku;Linux;MacOS,Visual Studio Code,MacOS,42750,40,Less than once per month / Never,Very satisfied,Very satisfied,37,Man,Man
5615,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",3,2,HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;SQL;Swift,MariaDB;MySQL;Oracle;SQLite,Android;AWS;Google Cloud Platform;MacOS;Slack;Windows,Android Studio;Atom;IntelliJ;Notepad++;Sublime Text;Visual Studio Code;Xcode,MacOS,0,46,Less than once per month / Never,Slightly satisfied,Slightly satisfied,22,Man,Man
5618,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications",27,17,Bash/Shell/PowerShell;C;C++;Python,Other(s):,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Windows,Vim,Linux-based,144000,40,A few days each month,Very satisfied,Slightly satisfied,38,Man,Man
5620,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;DevOps specialist;System administrator",25,20,C;C#;Go;HTML/CSS;Java;JavaScript;Python;Ruby;TypeScript,Couchbase;Elasticsearch;MongoDB;MySQL;Redis;SQLite,AWS;Docker;Linux;Raspberry Pi,Atom;Sublime Text;Vim;Visual Studio Code,Linux-based,114597,40,A few days each month,Slightly satisfied,Slightly satisfied,42,Man,Man
5622,United States,Employed part-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack;Student",8,6,Assembly;Bash/Shell/PowerShell;C;C++;Java;JavaScript;Python;SQL,PostgreSQL;SQLite,AWS;Docker;Google Cloud Platform;Linux;Other(s):,IntelliJ;IPython / Jupyter;Vim;Visual Studio Code,Linux-based,37000,20,"More than half, but not all, the time",Very satisfied,Very satisfied,24,Man,Man
5623,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, front-end",21,14,HTML/CSS;JavaScript,MongoDB;MySQL,Android;Heroku,Visual Studio Code,Windows,100000,45,A few days each month,Very satisfied,Very satisfied,36,Man,Man
5626,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","Data scientist or machine learning specialist;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Educator",4,2,HTML/CSS;JavaScript;Python;Swift;TypeScript;VBA,DynamoDB;MongoDB;PostgreSQL,AWS;iOS;Linux;MacOS;Slack;WordPress,Visual Studio Code;Xcode,MacOS,90000,43,Less than once per month / Never,Very satisfied,Very satisfied,27,Man,Man
5632,Portugal,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, QA or test;Engineer, site reliability;System administrator",31,8,C#;HTML/CSS;JavaScript;PHP;Python;SQL;Other(s):,Microsoft SQL Server;MySQL;SQLite,Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;Windows,Notepad++;Visual Studio;Visual Studio Code,Windows,14436,50,Less than once per month / Never,Slightly satisfied,Slightly satisfied,41,Man,Man
5634,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","Developer, back-end;Developer, front-end",7,7,HTML/CSS;JavaScript;PHP,MySQL;Oracle,Slack,NetBeans;Notepad++;Visual Studio Code,Windows,18191,40,A few days each month,Slightly satisfied,Neither satisfied nor dissatisfied,34,Man,Man
5637,United Kingdom,Employed full-time,No,Some college/university study without earning a degree,Mathematics or statistics,Data scientist or machine learning specialist,28,3,R;SQL,PostgreSQL;Other(s):,AWS;Docker;Google Cloud Platform;MacOS;Windows,RStudio,MacOS,1000000,35,"Less than half the time, but at least one day each week",Slightly satisfied,Very satisfied,39,Man,Man
5639,Dominican Republic,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Data or business analyst;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",15,13,C#;HTML/CSS;Python;SQL,MariaDB;Microsoft SQL Server;Oracle,Linux;Windows,Emacs;Visual Studio,Windows,14244,9,Less than once per month / Never,Slightly satisfied,Slightly satisfied,33,Man,Man
5640,Israel,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",16,12,Bash/Shell/PowerShell;Java;JavaScript;SQL,Elasticsearch;PostgreSQL;Redis,AWS;Docker;Kubernetes;Slack,IntelliJ;Sublime Text;Vim;Visual Studio Code,MacOS,130033,42,A few days each month,Very satisfied,Slightly satisfied,36,Man,Man
5641,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",16,11,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Raspberry Pi;Windows,Android Studio;Eclipse;Notepad++;Visual Studio,Windows,125000,50,Less than once per month / Never,Very satisfied,Slightly dissatisfied,31,Man,Man
5642,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack;DevOps specialist;System administrator",12,4,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python,PostgreSQL,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Slack,IPython / Jupyter;PyCharm;Visual Studio Code,MacOS,104678,40,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,25,Woman,Woman
5644,Germany,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",9,8,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;PostgreSQL;Redis,Docker;Linux;Raspberry Pi;Windows,Notepad++;PyCharm;Visual Studio;Visual Studio Code,Windows,44684,40,Less than once per month / Never,Slightly satisfied,Slightly dissatisfied,26,Man,Man
5647,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;DevOps specialist",23,15,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Elasticsearch;MySQL;PostgreSQL,Arduino;Linux;Slack,IntelliJ;Vim;Visual Studio Code,Linux-based,110509,42,A few days each month,Slightly satisfied,Very dissatisfied,38,Man,Man
5653,Switzerland,Employed part-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, desktop or enterprise applications;Developer, embedded applications or devices;Student",10,2,Assembly;Bash/Shell/PowerShell;C;C++;Java;Python;Rust,MariaDB;SQLite,Android;Linux;Raspberry Pi;Windows,Android Studio;Emacs;PyCharm;Vim;Visual Studio Code,Linux-based,90420,40,Less than once per month / Never,Very satisfied,Very satisfied,23,Man,Man
5658,China,Employed full-time,"Yes, full-time",Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)","Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, mobile;Engineer, data",9,8,C;C++;C#;Java,MySQL,Android;Arduino;Windows,Android Studio;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,17796,48,Less than once per month / Never,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,38,Man,Man
5661,Nigeria,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, front-end;Developer, full-stack",3,2,HTML/CSS;JavaScript,Firebase;PostgreSQL,MacOS;WordPress,Visual Studio Code,MacOS,7644,50,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly dissatisfied,27,Woman,Woman
5662,Iran,Employed part-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Student",10,2,Go;HTML/CSS;JavaScript;Python;SQL,MongoDB;MySQL;PostgreSQL;Redis;SQLite,Docker;Heroku;Kubernetes;Linux,Atom;IPython / Jupyter;PyCharm;Sublime Text;Vim,MacOS,9696,35,A few days each month,Very satisfied,Very satisfied,23,Man,Man
5666,Hong Kong (S.A.R.),Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",7,2,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Firebase;MongoDB;Microsoft SQL Server;MySQL,Android;Arduino;AWS;Docker;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows;WordPress,Emacs;IntelliJ;Visual Studio Code,MacOS,44604,40,A few days each month,Slightly dissatisfied,Very dissatisfied,24,Woman,Woman
5669,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",20,20,HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift,MySQL;PostgreSQL;SQLite,AWS;Docker;Heroku;iOS;Linux;MacOS;Other(s):,IntelliJ;Sublime Text;Vim,MacOS,61071,40,"Less than half the time, but at least one day each week",Very dissatisfied,Neither satisfied nor dissatisfied,38,Man,Man
5671,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",8,5,C++;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,MongoDB;Oracle,Android;Arduino;AWS;Linux;Raspberry Pi;Windows,Android Studio;Eclipse;IntelliJ,Linux-based,78000,35,"More than half, but not all, the time",Very satisfied,Very satisfied,28,Man,Man
5673,Kyrgyzstan,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",9,6,C#;HTML/CSS;Java;JavaScript,Microsoft SQL Server;SQLite,Linux;Windows,IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,18288,11,"Less than half the time, but at least one day each week",Very dissatisfied,Slightly satisfied,29,Man,Man
5675,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",30,15,HTML/CSS;JavaScript;Ruby;SQL;Swift,DynamoDB;MySQL;PostgreSQL;Redis,AWS;Docker;iOS,Visual Studio Code,MacOS,130000,40,A few days each month,Very satisfied,Very satisfied,34,Man,Man
5680,United Kingdom,Employed full-time,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)","Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",33,14,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,SQLite,Android;Heroku;MacOS;Slack;Windows,Vim;Visual Studio;Visual Studio Code,MacOS,65424,37.5,All or almost all the time (I'm full-time remote),Slightly dissatisfied,Slightly satisfied,44,Man,Man
5683,Belarus,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",5,2,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,AWS;Slack;Windows,Sublime Text;Visual Studio;Visual Studio Code,Windows,16116,40,Less than once per month / Never,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,25,Man,Man
5685,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Data or business analyst;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Educator;System administrator",35,33,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;TypeScript,Microsoft SQL Server,iOS;Windows,Visual Studio;Visual Studio Code,Windows,300000,50,Less than once per month / Never,Very satisfied,Very satisfied,53,Man,Man
